priority,subregion,arrival_time,assigned_time,reach_patient,finish_onsite,reach_hospital,finish,waiting_time,total_time
0.0,1.0,0.0,0.0,0.8684412954439609,6.798454885395569,9.333562847506197,11.766963404542569,0.0,11.766963404542569
0.0,3.0,13.565131844491674,13.565131844491674,16.445432733015238,17.472235860834953,20.959757873438743,23.403913182628326,0.0,9.838781338136652
0.0,0.0,16.82947701305768,16.82947701305768,17.8654169823268,18.512424440871534,19.701339101107042,22.020092644138074,0.0,5.190615631080394
0.0,4.0,24.217009415740367,24.217009415740367,25.338216358788003,31.28150514605494,32.186204551986606,34.65009837904841,0.0,10.433088963308041
0.0,5.0,24.745581962990965,24.745581962990965,27.036340499645682,39.61096668848618,43.568391891807565,45.97118838452467,0.0,21.22560642153371
0.0,5.0,27.72724035359073,27.72724035359073,30.05594416345394,31.008376751978048,32.38334115364131,34.812790669202606,0.0,7.085550315611876
0.0,1.0,28.497817762880235,28.497817762880235,30.66756052380241,44.51842017143065,48.1871885991049,50.708803587336014,0.0,22.21098582445578
0.0,1.0,34.56556887563907,34.56556887563907,39.41589446736511,44.99237612494225,49.28714616111273,51.78592533581165,0.0,17.220356460172574
0.0,5.0,39.038709072537735,39.038709072537735,43.49748928739494,46.872602887976335,51.33138310283354,53.60467743826999,0.0,14.565968365732253
0.0,2.0,47.546986819226014,47.546986819226014,48.875961803834414,56.0762285545316,57.96075909469556,60.417084858672,0.0,12.870098039445985
0.0,0.0,53.04952711188112,53.04952711188112,56.89557940725715,60.15726673481305,64.00331903018909,66.39676231409837,0.0,13.347235202217249
0.0,3.0,71.42126084521621,71.42126084521621,72.58977928008406,76.69489253078228,77.74859631813666,80.18237436072327,0.0,8.761113515507063
0.0,3.0,73.65609443874162,73.65609443874162,75.19592229710034,84.26145283919085,85.06241333983674,87.52806536380446,0.0,13.87197092506284
0.0,3.0,74.43133761912532,74.43133761912532,76.64335198146178,104.96446431717163,106.26704080404009,108.71865778881558,0.0,34.28732016969026
0.0,5.0,74.69198548149484,74.69198548149484,77.32265808105822,93.08834921944579,97.38568848567583,99.8332072986182,0.0,25.141221817123366
1.0,4.0,78.81920733559767,78.81920733559767,79.90254884220919,82.5895627846242,83.17288794467936,85.59952888067407,0.0,6.780321545076404
0.0,0.0,80.8210397896525,80.8210397896525,83.1779108680794,98.10392796526777,102.12746571036134,104.66054461355644,0.0,23.839504823903937
0.0,3.0,87.9642449935624,87.9642449935624,89.45087172794774,97.7816270247909,99.68627714578888,102.1574697258585,0.0,14.193224732296102
0.0,5.0,91.65119688468333,91.65119688468333,93.40604468572673,95.38760021261503,96.58689245810287,99.13701069327169,0.0,7.485813808588361
0.0,0.0,93.79435693642588,93.79435693642588,98.48761427014234,99.90086127488549,104.03856305304639,106.5021270390441,0.0,12.707770102618213
0.0,0.0,97.92153266494924,99.13701069327169,104.17438619518215,105.64518433072575,108.46033761041399,110.99987437478512,1.215478028322451,13.078341709835883
0.0,3.0,100.674447227758,102.1574697258585,104.11209655533605,114.65621982648388,116.61084665596142,119.09101400440302,1.4830224981005102,18.416566776645027
0.0,1.0,100.9893002307771,104.66054461355644,108.625308056262,113.17911297976154,117.1438764224671,119.68801685108535,3.671244382779335,18.698716620308247
0.0,3.0,106.82770632582584,106.82770632582584,108.71031244447212,177.95376851282626,179.11306179775633,181.55108475239732,0.0,74.72337842657147
0.0,1.0,119.44920853470776,119.44920853470776,120.15459477804501,131.4524571277205,132.4137375510499,134.86372298031228,0.0,15.41451444560451
0.0,2.0,130.31777841570113,130.31777841570113,131.330686821162,140.46064790521396,142.0291118662304,144.55002745029063,0.0,14.2322490345895
0.0,4.0,131.03514653777566,131.03514653777566,133.99057055949848,149.98779843066268,154.60988911905216,157.12584744338287,0.0,26.090700905607207
1.0,3.0,133.60553553490698,133.60553553490698,134.34004608684089,154.63416926128332,157.2120942539905,159.77773716406534,0.0,26.172201629158366
0.0,1.0,134.6004418208997,134.6004418208997,138.89242512445574,150.0664976225094,152.13625870384323,154.63463662415504,0.0,20.034194803255332
1.0,3.0,143.27156111996365,143.27156111996365,146.33528310834572,152.82671001487728,153.6518769153841,156.09743921045353,0.0,12.82587809048988
0.0,4.0,145.46893059156787,154.63463662415504,160.51267784374323,173.900391946994,177.55621094435998,180.00626534262074,9.165706032587167,34.53733475105287
0.0,2.0,147.72970057503656,147.72970057503656,148.995101882244,161.6443414464035,163.02491862223724,165.49714301906118,0.0,17.767442444024624
0.0,3.0,149.1997167771053,156.09743921045353,158.85871372403324,169.1793637899243,171.94063830350402,174.3672467812723,6.897722433348235,25.16753000416702
0.0,5.0,149.93813051885215,157.12584744338287,160.98514952288673,163.65172823562062,167.5110303151245,170.03258408150373,7.187716924530719,20.09445356265158
1.0,0.0,151.29366949944531,159.77773716406534,164.58112541879174,171.44868862720506,174.02985465970923,176.4505854129052,8.484067664620028,25.156915913459898
0.0,5.0,165.40418848369092,165.49714301906118,169.68402932797346,182.1810318320797,184.14569591876975,186.67536172963895,0.09295453537026788,21.271173245948034
1.0,4.0,167.4712381308932,170.03258408150373,174.01003135978948,186.09947735251365,190.0769246307994,192.58997446483133,2.56134595061053,25.11873633393813
0.0,1.0,170.07998881951738,174.3672467812723,180.76783313116033,242.59404456102078,246.7724086886866,249.28197567993772,4.287257961754932,79.20198686042033
0.0,1.0,172.63201444239235,176.4505854129052,179.5561855111137,209.76488531651296,212.87048541472146,215.4159727858215,3.818570970512866,42.78395834342916
0.0,2.0,172.94215391615464,180.00626534262074,182.96528580638522,194.91411402255443,197.87313448631892,199.99256891332294,7.0641114264660985,27.050414997168303
0.0,5.0,178.07021801620417,181.55108475239732,185.6310090116207,191.09911642009467,195.17904067931806,197.52117387151475,3.48086673619315,19.450955855310582
0.0,1.0,179.7513477586574,186.67536172963895,193.0823577465893,200.6340533277095,204.81882712243765,207.20369707542665,6.924013970981548,27.452349316769244
1.0,1.0,182.86640785455546,192.58997446483133,196.1320097313839,244.61535270467652,245.93516574900687,248.26949877313814,9.723566610275867,65.40309091858268
1.0,0.0,195.60284642138922,197.52117387151475,202.08418828412817,203.6091069106332,205.94989910102439,208.3469146167727,1.9183274501255312,12.744068195383477
0.0,1.0,198.62220829719703,199.99256891332294,204.09765644273858,224.1319296827428,226.0147949899362,228.3927138083797,1.3703606161259074,29.770505511182677
1.0,1.0,202.54726110540992,207.20369707542665,208.94322083506108,212.56709086352225,214.3066146231567,216.69984924339445,4.65643597001673,14.152588137984537
1.0,1.0,218.24511785858797,218.24511785858797,221.04937781094836,221.24669286459164,224.05095281695202,226.30432532309982,0.0,8.059207464511843
0.0,3.0,227.17428120677974,227.17428120677974,229.69154847741711,237.96608347973805,239.326264893815,241.70547817859836,0.0,14.531196971818616
0.0,5.0,227.85645464711163,227.85645464711163,236.10698294772538,254.18653711371203,258.54817652543693,260.9721096348226,0.0,33.11565498771094
0.0,2.0,238.41692277192448,238.41692277192448,240.0871429490167,248.47472651817046,250.51578405178626,253.00660384916384,0.0,14.589681077239362
0.0,2.0,238.6697959484236,238.6697959484236,241.59273129574925,242.91915658517,244.20230968377462,246.530096384751,0.0,7.860300436327407
0.0,1.0,240.7697255820674,241.70547817859836,247.70104042435688,250.7187777218955,254.49211774543178,256.7865894418246,0.9357525965309605,16.016863859757223
0.0,4.0,249.32960875342403,249.32960875342403,253.80883817621591,266.0994858552707,268.35649305584036,270.93918087671176,0.0,21.609572123287734
1.0,2.0,257.220558668692,257.220558668692,258.1813836492697,262.76536575028246,265.66051237476233,267.9169417348089,0.0,10.696383066116937
0.0,3.0,260.8801624214552,260.8801624214552,262.5751956455105,285.81927516746276,287.1031189493369,289.6317578551512,0.0,28.751595433695968
1.0,0.0,285.47073495493817,285.47073495493817,287.0314037553472,288.35877447273805,291.50591271107095,294.0266686585012,0.0,8.555933703563028
0.0,0.0,288.31430557877684,288.31430557877684,291.1165319276281,293.28629272032094,296.0885190691722,298.38055003264503,0.0,10.066244453868194
0.0,1.0,291.6928176178451,291.6928176178451,292.6628509389669,300.367668259173,301.18418982927267,303.5687953611993,0.0,11.875977743354213
0.0,3.0,292.9579524480626,292.9579524480626,294.13419701776365,301.5046248946576,302.55060254717876,305.0119332458251,0.0,12.053980797762506
