,totalCalls,utilization,expectNJobs,expectNQueue,expectedWaiting,expectedTotal,totalComplete,totalAssigned,totalUnreachable,rateUnreachable,expectReach,totalHigh,totalCompleteHigh,totalAssignedHigh,expectReachHigh,totalUnreachableHigh,expectWaitingHigh,expectTotalHigh,rateUnreachableHigh,totalLow,totalCompleteLow,totalAssignedLow,expectReachLow,totalUnreachableLow,expectWaitingLow,expectTotalLow,rateUnreachableLow
0,5039,0.8574628640479286,7.694948389640324,2.5501712053527528,10.356074719522374,30.80027933412463,5030,5035,2205,0.4375868227822981,13.707124504100587,1254,1254,1254,5.661561902343006,193,2.323925122449692,23.50580607020279,0.15390749601275916,3785,3776,3781,16.375502050412152,2012,13.023531179990893,33.22275535980206,0.5315719947159842
1,5034,0.8454426362631207,7.3483710137436775,2.275715196164954,9.307106062850789,29.503593747235247,5020,5024,2027,0.40266189908621375,12.66487288922686,1251,1247,1248,5.654507366088706,195,2.261747055697109,22.32966819455255,0.15587529976019185,3783,3773,3776,14.98371466316742,1832,11.635641096489975,31.874620824944046,0.48427174200370077
2,5030,0.8451308728542051,7.257516670286252,2.1867314331610217,8.925434455191757,29.10191358495962,5017,5022,2073,0.4121272365805169,12.228235440240244,1261,1260,1261,5.613410012762582,210,2.3194241235347617,22.017470906104876,0.16653449643140364,3769,3757,3761,14.446664925359746,1863,11.140918356679064,31.477851241429413,0.49429556911647654
3,5176,0.8779812572071578,8.00831035391087,2.7404228106679236,10.880592669530802,31.235217707821583,5166,5171,2284,0.4412673879443586,14.224778417247194,1311,1309,1310,5.9933877134682865,238,2.566587407569573,22.836362009667454,0.18154080854309687,3865,3857,3861,17.01620080876185,2046,13.702224219416012,34.085646048211466,0.529366106080207
4,5094,0.865308907214207,7.825562109064898,2.6337086657796567,10.61872222034909,31.067244867239886,5077,5082,2313,0.4540636042402827,14.008636424438691,1241,1238,1239,6.086451304110553,248,2.641041318187978,23.248643032395663,0.1998388396454472,3853,3839,3843,16.564113478353445,2065,13.1913632614732,33.58858612057073,0.5359460160913574
5,5028,0.8511367705127407,7.182869911897371,2.076049288820926,8.523344916691874,28.81782094105475,5019,5024,1992,0.39618138424821003,11.861473162456162,1256,1254,1256,5.8325555809684895,218,2.439121322612402,22.202409171739884,0.1735668789808917,3772,3765,3768,13.871112356285384,1774,10.54980345240918,31.021201116013813,0.47030752916224816
6,5049,0.845636864885489,7.0369494329532545,1.9631282436403206,7.975979129339208,28.08590721069182,5035,5040,1931,0.38245197068726483,11.316919666857531,1255,1255,1255,5.624203344782811,193,2.278908182277998,22.53818920312566,0.15378486055776894,3794,3780,3785,13.20446497312009,1738,9.867466970228579,29.927808295214447,0.4580917237743806
7,5116,0.8537265016863914,7.51078368820151,2.3884246780831617,9.598296273165808,29.648794267297404,5106,5110,2134,0.4171227521501173,12.926182143567285,1281,1279,1280,5.7842571425987055,225,2.399587223723643,22.233178333980703,0.1756440281030445,3835,3827,3830,15.31366294827864,1909,12.004136062618779,32.127125278196814,0.49778357235984355
8,5029,0.8426980433112691,7.564974456671235,2.508786196803621,10.251668304267207,30.425471269885456,5006,5011,2018,0.4012726188108968,13.553194209079743,1251,1245,1246,5.5502922114934465,179,2.2752708986333405,22.3956922644307,0.14308553157474022,3778,3761,3765,16.200994498243983,1839,12.892087014720325,33.08356083696633,0.48676548438327155
9,4997,0.8407005825283967,7.270811516196126,2.226608021025745,9.168271294842121,29.35603084982045,4991,4996,1991,0.39843906343806285,12.466138321000702,1209,1208,1209,5.5740291358606715,189,2.2713312927236564,22.532279132930032,0.15632754342431762,3788,3783,3787,14.666444633341422,1802,11.370624856184735,31.53501368725202,0.47571277719112987
10,5064,0.8551322948070554,8.123284887460693,2.9924911186183603,12.081230814657605,32.42230982286529,5042,5047,2185,0.43147709320695105,15.443436835858655,1299,1295,1294,5.9058886866361435,236,2.5889198959918915,22.858726655281735,0.18167821401077752,3765,3747,3753,18.734437329661784,1949,15.361866693940257,35.727578091352264,0.5176626826029217
11,5050,0.8561160611093451,7.488872888381425,2.3521765217253545,9.617744474414783,29.953599829608063,5039,5040,1986,0.3932673267326733,12.979339669458698,1320,1316,1317,5.545676009334653,193,2.2092484170101683,22.470778367949002,0.1462121212121212,3730,3723,3723,15.608975726504998,1793,12.236487641630596,32.598615420138096,0.4806970509383378
12,5047,0.8523601283860748,7.499660537201956,2.385499766885507,9.707091146869427,29.972665897257922,5043,5046,2006,0.397463839904894,13.044608945225649,1314,1313,1313,5.399722102475484,189,2.098008196458432,21.830489078962596,0.14383561643835616,3733,3730,3733,15.734248930362565,1817,12.385569944158874,32.83879945286697,0.48673988748995445
13,5055,0.8364798488936941,7.2555758839650615,2.236696790602897,9.101054778726628,29.002874301534817,5042,5046,1964,0.3885262116716123,12.40733052774836,1288,1285,1286,5.484682163950162,195,2.209270762516824,21.957085762533893,0.1513975155279503,3767,3757,3760,14.773182428674072,1769,11.458239357068283,31.412732771754726,0.4696044597823201
14,5031,0.8455516694284043,7.273521254035454,2.200211237465028,8.989741019357416,29.195032452093237,5017,5022,1957,0.38898827270920294,12.307833995458077,1255,1250,1252,5.493057428414442,190,2.198869702373194,21.801193770276722,0.15139442231075698,3776,3767,3770,14.570390416019901,1767,11.243149340629058,31.64852285620013,0.4679555084745763
