priority,subregion,arrival_time,assigned_time,reach_patient,finish_onsite,reach_hospital,finish,waiting_time,total_time
0.0,4.0,0.0,0.0,0.33811387676907,1.6528673831105238,2.98142017300812,5.354935700271794,0.0,5.354935700271794
0.0,3.0,15.995203560622214,15.995203560622214,18.321114457306695,38.3783809628617,41.261891794963226,43.57622801423358,0.0,27.581024453611363
1.0,3.0,18.280737625473876,18.280737625473876,21.410820945876257,23.17532160831972,26.86096048427766,29.29368661628458,0.0,11.012948990810706
0.0,1.0,24.15072550480953,24.15072550480953,26.493965990412633,30.18355685098584,34.19346400325561,36.507775173469916,0.0,12.357049668660387
0.0,0.0,42.105092507590165,42.105092507590165,42.802714777997906,65.69621125163974,66.89874166971538,69.13581361327185,0.0,27.030721105681685
1.0,1.0,42.33695433720426,42.33695433720426,44.65322900252182,67.46505365945225,71.44799499143647,73.8879912322377,0.0,31.551036895033434
0.0,3.0,42.96720275540699,42.96720275540699,44.87381886523909,53.89158101947778,56.353752684865434,58.8738593609873,0.0,15.906656605580316
0.0,0.0,44.70634598058425,44.70634598058425,47.99151955534432,58.86322516889874,61.31961596764818,63.77491120413235,0.0,19.0685652235481
1.0,2.0,48.57586839259465,48.57586839259465,51.8732483385373,55.69028855017392,59.54322405167213,62.06984834389575,0.0,13.4939799513011
0.0,4.0,54.21622016641877,54.21622016641877,59.11509377273771,64.2018676826236,66.87851906672032,69.37446378391871,0.0,15.158243617499942
0.0,5.0,59.28855826011486,62.06984834389575,64.1906666340075,78.09693546088513,80.21775375099688,82.64517600462271,2.7812900837808883,23.35661774450785
0.0,2.0,64.61075303704892,64.61075303704892,67.99765782603609,99.56077187393137,101.28100999625187,103.78493339965988,0.0,39.174180362610954
1.0,1.0,66.10485600113738,66.10485600113738,70.77363366953134,77.4022231181423,79.84877856431405,82.36381038736292,0.0,16.25895438622554
0.0,0.0,70.73013122552986,73.8879912322377,76.63906958225452,79.1263858696568,81.87746421967363,84.338253215663,3.1578600067078355,13.608121990133142
0.0,0.0,72.39160974644103,72.39160974644103,74.13457818904483,80.33506232100729,83.74469743027775,86.20010199299084,0.0,13.808492246549804
0.0,5.0,76.97027065962115,76.97027065962115,81.81754897523581,109.5875876043846,114.43486591999925,116.81828308548795,0.0,39.8480124258668
1.0,1.0,84.35292025580674,84.35292025580674,92.56337816447925,115.74606562218653,120.06763464197016,122.58044496703802,0.0,38.22752471123128
0.0,0.0,94.5462506581536,94.5462506581536,96.43415409738391,127.33227850399528,130.88684860989227,133.3845522454977,0.0,38.838301587344105
1.0,2.0,98.7594393577709,98.7594393577709,99.42888721799882,103.66947836512189,105.2222527271162,107.68969639395617,0.0,8.930257036185267
0.0,3.0,102.5897383403897,102.5897383403897,104.95487591726206,114.0147957627169,116.93548889514481,119.34839567619409,0.0,16.758657335804386
0.0,0.0,102.78577228054534,107.68969639395617,109.00203246598403,112.3729911921081,113.68532726413596,116.18933314728186,4.903924113410824,13.403560866736512
0.0,0.0,103.04805910423532,122.58044496703802,125.38677869332422,154.13164355647288,156.93797728275908,159.39484587598247,19.5323858628027,56.34678677174715
0.0,5.0,103.20963726963619,103.78493339965988,106.98686333871538,110.91811472034072,114.12004465939623,116.66738410662808,0.5752961300236876,13.457746836991888
1.0,3.0,106.08144994671382,116.18933314728186,117.3237463113439,119.13367306473245,120.26808622879449,122.77079183223152,10.10788320056804,16.689341885517706
0.0,5.0,107.32642429196518,116.81828308548795,120.20429554435299,133.8391913320613,137.22520379092634,139.7616699319513,9.491858793522766,32.43524563998612
1.0,0.0,108.50824427833875,119.34839567619409,121.83798558865377,123.66372042627911,126.15331033873879,128.49452629615794,10.840151397855337,19.986282017819192
0.0,4.0,110.32187787435454,116.66738410662808,120.02061015184567,139.02312282819884,142.37634887341645,144.80169732702382,6.345506232273536,34.479819452669275
0.0,4.0,121.63695404206273,130.4099892772358,132.38630519337354,133.09621188855402,135.07252780469176,137.55862762040994,8.773035235173083,15.92167357834721
1.0,5.0,122.47528752290826,122.77079183223152,125.64702260898062,127.35658456900916,128.01059312353604,130.4099892772358,0.2955043093232632,7.934701754327548
0.0,3.0,123.65161341055526,128.49452629615794,131.02307386841744,137.9868827134665,138.87946367143772,141.34197297845748,4.842912885602686,17.69035956790222
0.0,0.0,132.72650027776277,133.3845522454977,137.98372601713754,150.77169110561402,155.37086487725387,157.9246279114423,0.6580519677349344,25.19812763367952
0.0,0.0,137.69638021620435,139.7616699319513,143.33773668945074,154.79067278520637,156.14451732048357,158.53043988271412,2.0652897157469567,20.834059666509773
0.0,0.0,144.84036784163538,144.84036784163538,148.11327836007928,158.04364412096504,159.72429566858716,162.08798035454916,0.0,17.247612512913776
0.0,4.0,146.1787751261306,146.1787751261306,150.49665349797542,152.23090015786747,152.6598896408234,155.14828988574578,0.0,8.96951475961518
0.0,5.0,146.25103691375654,166.26996222459903,171.18769733810794,172.49798457489902,175.1934974661857,177.4166239177658,20.01892531084249,31.165587004009268
1.0,1.0,146.8371805943231,146.8371805943231,152.07970708936918,196.15918915329198,197.87878872248598,200.326355786615,0.0,53.489175192291924
0.0,4.0,149.72221901050688,155.14828988574578,155.5438825992093,169.40118499987236,169.79677771333587,172.2122378566244,5.426070875238906,22.490018846117522
0.0,1.0,150.81561179757065,157.9246279114423,160.2849581837805,161.538431328131,163.89876160046921,166.26996222459903,7.109016113871633,15.454350427028373
0.0,5.0,153.21591177056985,158.53043988271412,161.92574777871513,172.38744633868717,173.56053201246596,175.91936317438194,5.314528112144274,22.703451403812096
0.0,2.0,153.44115227627168,162.08798035454916,166.55296873254798,174.59861718345996,177.30950559359954,179.80656747948498,8.64682807827748,26.365415203213303
0.0,4.0,158.2878867637563,175.91936317438194,179.8211267021498,181.92192583106637,185.82368935883423,188.32171101083762,17.631476410625652,30.033824247081327
1.0,3.0,158.56683837097745,159.39484587598247,161.19174653530146,170.18111445999455,171.97801511931354,174.41077874096058,0.8280075050050186,15.84394036998313
0.0,5.0,163.9113101965095,177.4166239177658,182.48462990979428,192.79964374108926,197.86764973311773,200.27465079859272,13.5053137212563,36.36334060208321
0.0,4.0,164.2168693036898,174.41077874096058,180.3682751931753,201.50930428723694,205.24457851722943,207.54318468915653,10.193909437270776,43.32631538546673
0.0,3.0,170.43360713244343,172.2122378566244,174.6420265110998,177.37356886172154,179.80335751619694,182.29698589423325,1.778630724180971,11.863378761789818
0.0,1.0,179.56379018614547,179.80656747948498,183.6333809579765,189.2094515021289,190.8140427583982,193.2220011264568,0.2427772933395147,13.658210940311335
0.0,2.0,180.0006394866046,193.2220011264568,196.26896407064746,198.73628072510016,201.7832436692908,204.1725182312984,13.221361639852205,24.1718787446938
0.0,3.0,181.18321169086457,188.32171101083762,191.52097770378498,201.47317607326187,204.48215024601228,206.69116829397956,7.13849931997305,25.50795660311499
0.0,4.0,181.69773891649217,182.29698589423325,184.2314503818707,185.97272181460022,187.90718630223768,190.2986979420432,0.5992469777410747,8.60095902555102
0.0,5.0,188.60858669128868,190.2986979420432,194.4713940535696,202.21567962636354,206.38837573788996,208.80340492822273,1.6901112507545122,20.194818236934054
0.0,1.0,198.22550701501868,200.326355786615,203.95507154520976,205.64900458922872,209.27772034782348,211.71681112406642,2.1008487715963327,13.491304109047746
0.0,0.0,199.38892736092555,200.27465079859272,205.67380151401525,207.5051092508976,210.6820377440979,212.95537280153673,0.885723437667167,13.566445440611176
0.0,2.0,209.6791797243255,209.6791797243255,212.7039460718574,243.17567131774405,246.75599322083147,249.19102043639742,0.0,39.511840712071916
0.0,4.0,213.7549817284549,213.7549817284549,217.17578743805487,226.66183488663765,230.0826405962376,232.43754666029233,0.0,18.68256493183742
0.0,1.0,216.4666045614672,216.4666045614672,218.42564197973604,227.19162378839445,230.1106808454439,232.48519125629045,0.0,16.018586694823256
0.0,4.0,217.7819839409829,217.7819839409829,221.85085937883338,228.27289570050542,230.73883577490477,233.22365162428605,0.0,15.441667683303137
1.0,5.0,218.34643921091774,218.34643921091774,222.45434341391294,243.36951375620944,247.47741795920464,249.93733874223526,0.0,31.59089953131752
0.0,3.0,225.7955286264457,225.7955286264457,229.71300480228217,231.73066399609294,232.39863899370917,234.91578592921246,0.0,9.12025730276676
0.0,3.0,228.94802045651562,232.43754666029233,233.54099300198328,244.5625251960252,245.66597153771616,248.2003740686498,3.4895262037767054,19.252353612134186
0.0,3.0,231.44893805609394,232.48519125629045,234.41634120470096,266.2878276996108,267.36335545809726,269.71987422908154,1.0362532001965121,38.270936172987604
0.0,5.0,235.64869972501586,235.64869972501586,236.76167999449794,237.58720496189318,238.22219991656058,240.64537927341735,0.0,4.996679548401488
0.0,4.0,241.0853152070779,241.0853152070779,247.82705450421662,259.93787105247765,265.0129436829497,267.408458822729,0.0,26.323143615651105
0.0,5.0,243.2136585195811,243.2136585195811,245.11567278608015,269.95432084082483,273.5230017739906,275.9760387783158,0.0,32.76238025873471
